WB1M,WB1Y,WB2,WB3,WB4,WB5,WB7,WAGE,WB8,MT6,MT9,MT10,MT13A,MT13B,MT13C,MT13D,MT13E,MT13X,CM1,CM5A,CM5B,CM6,CM7A,CM7B,CM8,CM9A,CM9B,CM10,CM12M,DB1,DB2,MN20,MN24,CP1,CP2,CP2A,CP5,DV1A,DV1B,DV1C,DV1D,DV1E,DV1F,DV1G,DV1H,DV1I,MA1,MA5,MA6,MA8M,MA8Y,MA9,SB1,SB14,SB15,HA1,HA2,HA3,HA4,HA5,HA6,HA7,HA8A,HA8B,HA8C,HA8BB,HA9,HA9A,HA10,HA11,HA12,HA12A,HA12B,HA12C,HA12D,HH7,WAGEM,MSTATUS,CEB,CSURV,CDEAD,wmweight,welevel,wscore,windex5
4,1999,15,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.834398677145115,Secondary,-1.338999492752084,Poorest
7,1998,16,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,Yes,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.834398677145115,Secondary,-.2050562243265093,Middle
1,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,Yes,1,0,No,,,No,,,1,8,No,Later,Average,Yes,No,No,No,,No,DK,No,No,No,No,No,No,No,"No, not in union",No,,,,,15,,1,Yes,DK,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,1,1,0,.834398677145115,Secondary,-1.060930846248227,Poorest
8,1999,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,DK / Not sure / Depends,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.834398677145115,Secondary,-1.060930846248227,Poorest
7,1997,17,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,DK,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.4644148481327171,Secondary,-.1621251578490411,Middle
1,1997,17,Yes,High,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.4644148481327171,Higher,.0831938734480926,Middle
2,1995,19,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.4644148481327171,Higher,-1.229283909530468,Poorest
12,1997,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.4644148481327171,Secondary,-1.229283909530468,Poorest
9,1999,15,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,DK,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.4644148481327171,Secondary,.2899037570769068,Middle
11,1996,17,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.4966658792530446,Secondary,-1.777130579882517,Poorest
2,1995,19,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,7,No,Later,Average,Yes,No,Yes,,,No,No,No,No,No,Yes,Yes,Yes,Yes,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,1,1,0,.4966658792530446,Secondary,-.8585619022923843,Second
6,1999,15,Yes,Primary,6,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,0,0,0,.4966658792530446,Primary,-.6587572276000092,Second
4,1997,17,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,DK / Not sure / Depends,Yes,No,Lubombo,,Never married/in union,0,0,0,.4966658792530446,Secondary,-1.596127595505532,Poorest
12,1997,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,DK,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,1.039939700254176,Secondary,-.5413957767549327,Second
3,1995,19,Yes,Secondary,1,,15-19,Christianity,No,Yes,Yes, , ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"Yes, living with a man",,,10,2011,,16,,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Lubombo,16,Currently married/in union,0,0,0,1.025143002838413,Secondary,.8905979856454864,Richest
10,1996,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.6521875182110688,Secondary,-1.349800306229959,Poorest
3,1995,19,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6521875182110688,Secondary,-1.349800306229959,Poorest
11,1995,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,Yes,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.6521875182110688,Secondary,-.333333141549576,Middle
2,1995,19,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,4,No,Later,Average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"Yes, currently married",,,3,2014,,17,,1,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Lubombo,19,Currently married/in union,1,1,0,.532711149328705,Secondary,-1.394109312020854,Poorest
1,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.532711149328705,Secondary,-.4917965288939791,Second
10,1996,18,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.532711149328705,Secondary,-.7040579209264251,Second
9,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,0,0,0,.6871228775781793,Primary,.2906698707655217,Middle
11,1997,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6871228775781793,Higher,.1740247872562379,Middle
5,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,10,No,Later,Average,Yes,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,,Lubombo,,Never married/in union,1,1,0,.6871228775781793,Secondary,.2547583384999735,Middle
12,1996,17,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.8279171241244465,Secondary,.5069860921536733,Fourth
12,1994,19,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.946783878538606,Secondary,.5338065352570347,Fourth
10,1994,19,Yes,High,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,5,Yes,,Average,Yes,No,No,No,,No,No,No,No,No,Yes,Yes,No,No,"No, not in union",No,,,,,19,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Lubombo,,Never married/in union,1,1,0,.946783878538606,Higher,.0404384862258684,Middle
1,1995,19,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,18,,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.946783878538606,Higher,-.2901625904543837,Middle
3,1998,16,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.946783878538606,Higher,-.2901625904543837,Middle
3,1998,16,Yes,Primary,4,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,DK,Yes,DK,DK,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.946783878538606,Primary,-1.26068647418028,Poorest
11,1998,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.946783878538606,Secondary,-1.049176944129822,Poorest
12,1994,19,Yes,Primary,6,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,Yes,1,0,2,11,Yes,,Very small,Yes,No,Yes,,,No,No,Yes,No,No,No,Yes,No,No,"Yes, currently married",,,1,2010,,14,,8,Yes,Yes,No,Yes,No,No,Yes,No,DK,No,,Yes,Yes,Yes,No,Yes,No,No,No,,Lubombo,15,Currently married/in union,2,1,1,.946783878538606,Primary,-1.878307201718605,Poorest
12,1994,19,Yes,High,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DK / Not sure / Depends,Yes,No,,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Higher,-1.036459170216197,Poorest
4,1996,18,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Higher,-1.036459170216197,Poorest
8,1997,17,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,DK,DK,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Primary,.2746515432145133,Middle
10,1996,18,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Secondary,-.166360222685927,Middle
12,1996,17,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,No,Yes,No,No,No,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Primary,-.8864273855845839,Second
1,1996,18,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Secondary,-.8864273855845839,Second
3,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Secondary,-1.259912171980115,Poorest
9,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,Lubombo,,Never married/in union,0,0,0,.7833503462479564,Secondary,-1.095322947269471,Poorest
6,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Traditionalist,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,No,Yes,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.5386672221074248,Primary,-.2647905354762659,Middle
8,1999,15,Yes,Primary,4,Cannot read at all,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,Lubombo,,Never married/in union,0,0,0,.5386672221074248,Primary,-1.749618029004166,Poorest
5,1998,16,Yes,Primary,6,Able to read whole sentence,15-19,Traditionalist,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.5386672221074248,Primary,-1.434084445128213,Poorest
10,1997,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,DK,No,DK,DK,DK,,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.8793428681857185,Primary,-.8567954932075352,Second
3,1999,15,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.8793428681857185,Secondary,-.8567954932075352,Second
12,1998,15,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.8793428681857185,Secondary,-1.442802173485774,Poorest
10,1995,18,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,Lubombo,,Never married/in union,0,0,0,.6554241808324638,Higher,-.8866685566315316,Second
9,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,Lubombo,,Never married/in union,0,0,0,.6554241808324638,Secondary,-.8866685566315316,Second
1,1999,15,Yes,Primary,3,Cannot read at all,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,Yes,,No,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,13,,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Yes,No,Yes,Yes,No,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6554241808324638,Primary,-1.046810637718371,Poorest
1,1996,18,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6554241808324638,Higher,-.8674953520632451,Second
7,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6554241808324638,Secondary,-.8674953520632451,Second
6,1995,19,Yes,High,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.5602285910727194,Higher,-.2345782317611081,Middle
12,1997,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.5602285910727194,Secondary,-1.60764337723127,Poorest
10,1998,15,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,Yes,Yes,No,No,"Yes, currently married",,,1,2014,,15,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Lubombo,15,Currently married/in union,0,0,0,.5602285910727194,Secondary,-1.286447437739617,Poorest
10,1994,19,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,3,,,,,No,Yes,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,1,1,0,.5602285910727194,Primary,-1.049242053115735,Poorest
11,1995,18,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,Lubombo,,Never married/in union,0,0,0,.453955054255854,Secondary,.662201589218397,Fourth
7,1997,17,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Lubombo,,Never married/in union,0,0,0,.453955054255854,Secondary,-.2262580036955098,Middle
9,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.5296416526457392,Secondary,-1.151997748649554,Poorest
10,1997,17,Yes,Primary,4,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,No,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.5296416526457392,Primary,-1.151997748649554,Poorest
